pitch_type,game_date,release_speed,player_name,batter,pitcher,events,description,zone,game_type,stand,p_throws,home_team,away_team,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,estimated_woba_using_speedangle,woba_value,woba_denom,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,home_score_diff,bat_score_diff,home_win_exp
FF,2025-03-27,99,"Greene, Hunter",656305,668881,field_out,hit_into_play,4,R,R,R,CIN,SF,popup,2,1,-0.7,1.62,-0.7536831459808246,2.4365796700725078,,,808982,1,4,Top,142.64,214.95,49,67.8,83,99.3,2452,6.8,778561,0.007,0,1,28,4,3,0,0,3,0,3,0,3,206,0.033,-0.297,71.9,7.4,3,-3,0.807
SI,2025-03-28,99,"Santos, Gregory",664913,666619,,ball,13,R,L,R,SEA,ATH,,1,1,-1.41,0.65,-0.6534455308516565,0.9019887678156981,,,,2,6,Top,,,,,,99.3,2392,6.5,778541,,,,42,3,0,2,2,0,2,0,2,0,220,-0.001,0.053,,,-2,2,0.251
FF,2025-03-28,99,"Suarez, Robert",669397,663158,,foul,6,R,R,R,SD,ATL,,1,2,-0.74,1.55,0.5490347544708934,2.0167591945724035,,,,1,9,Top,,,,,,99.2,2508,6.8,778542,,,,71,4,4,3,3,4,3,4,3,4,206,0,0,63.7,6.5,1,-1,0.924
FF,2025-03-28,99,"Brown, Hunter",596019,686613,strikeout,swinging_strike,1,R,L,R,HOU,NYM,,0,2,-0.62,1.51,-0.5289172408687196,3.2494873365319585,,,,0,1,Top,,,,,,99.1,2343,6.6,778518,0,0,1,1,3,0,0,0,0,0,0,0,0,204,0.013,-0.165,69.5,6.0,0,0,0.509
FF,2025-03-28,99,"Leiter, Jack",608324,683004,strikeout,swinging_strike,6,R,R,R,TEX,BOS,,2,2,-0.62,1.51,0.5489172985029721,2.282628227712496,,,,2,1,Top,,,,,,99.4,2479,7.1,778550,0,0,1,3,5,0,0,0,0,0,0,0,0,209,0.008,-0.224,73.6,7.2,0,0,0.54
FC,2025-03-30,99,"Clase, Emmanuel",677951,661403,strikeout,swinging_strike,12,R,R,R,KC,CLE,,2,2,0.61,0.87,0.9025702436291169,3.705172702917168,,669004,,2,9,Bot,,,,,,100.6,2498,6.6,778510,0,0,1,80,5,2,6,2,6,6,2,2,6,174,-0.005,-0.22,71.7,6.2,-4,-4,0.005
FF,2025-03-27,99,"Pearson, Nate",664983,663878,,called_strike,9,R,L,R,AZ,CHC,,0,0,-0.65,1.48,0.41491978521891415,1.8722318035634564,672515,553993,656976,0,6,Bot,,,,,,100,2229,6.8,778552,,,,60,1,3,8,3,8,8,3,3,8,216,-0.009,-0.045,,,-5,-5,0.189
FF,2025-03-27,99,"Greene, Hunter",664774,668881,,ball,11,R,L,R,CIN,SF,,1,2,-0.94,1.32,-1.017403972582576,3.451390137324347,,573262,,2,3,Top,,,,,,99.8,2479,6.7,778561,,,,19,4,1,0,0,1,0,1,0,1,223,-0.005,0.012,,,1,-1,0.642
FF,2025-03-31,99,"Hicks, Jordan",673237,663855,,ball,11,R,R,R,HOU,SF,,0,1,-0.99,1.1,-0.8626805913078818,4.285081717856352,670623,,572233,2,1,Bot,,,,,,99.1,2236,6.5,778505,,,,8,2,0,0,0,0,0,0,0,0,228,0.005,0.007,,,0,0,0.541
FF,2025-03-28,99,"Leiter, Jack",608324,683004,field_out,hit_into_play,3,R,R,R,TEX,BOS,fly_ball,3,2,-0.56,1.3,0.7165190886947883,2.9969588219795904,,680776,,2,3,Top,109.76,116.72,201,87.9,58,99.6,2475,7.1,778550,0.017,0,1,19,6,0,0,0,0,0,0,0,0,212,0.039,-0.277,68.6,7.1,0,0,0.516
FF,2025-03-27,99,"Muñoz, Andrés",671732,662253,,ball,12,R,L,R,SEA,ATH,,0,1,-1.19,1.02,1.3750640658687323,3.128912451431855,,,,0,9,Top,,,,,,99.4,2235,6.6,778547,,,,63,2,4,2,2,4,2,4,2,4,226,-0.004,0.031,,,2,-2,0.93
FF,2025-03-27,99,"Greene, Hunter",664774,668881,strikeout,foul_tip,4,R,L,R,CIN,SF,,2,2,-0.78,1.59,-0.38428026693478434,2.539173907059398,,573262,,2,3,Top,,,,,,99.6,2429,6.7,778561,0,0,1,19,5,1,0,0,1,0,1,0,1,219,0.032,-0.22,71.4,6.9,1,-1,0.637
FF,2025-03-29,99,"Erceg, Lucas",677587,668674,,foul,6,R,L,R,KC,CLE,,1,1,-0.99,1.5,0.2931438359103927,2.0233027517208466,,,,0,8,Top,,,209,73.8,48,99.2,2241,6.5,778529,,,,60,3,4,3,3,4,3,4,3,4,225,0.013,-0.061,74.0,6.7,1,-1,0.748
FF,2025-03-27,99,"Rodríguez, Randy",687952,678495,,foul,4,R,R,R,CIN,SF,,0,0,-0.58,1.61,-0.43472694181802785,2.4016001889668814,,,,2,6,Bot,,,268,85.6,54,99.8,2695,6.8,778561,,,,47,1,3,2,3,2,2,3,3,2,205,-0.002,-0.043,67.0,7.9,1,1,0.703
FF,2025-03-28,99,"Brown, Hunter",668901,686613,,ball,12,R,R,R,HOU,NYM,,0,2,-0.62,1.62,0.3966080852579099,3.738582093213623,,607043,,0,2,Top,,,,,,99,2242,6.7,778518,,,,8,3,0,0,0,0,0,0,0,0,204,-0.004,0.017,,,0,0,0.454
FF,2025-03-27,99,"Estrada, Jeremiah",595777,669093,,foul_tip,12,R,L,R,SD,ATL,,0,1,-0.4,1.63,0.23187794819895075,3.606440779490103,,,,1,6,Top,,,,,,98.7,2222,6.6,778545,,,,50,2,3,4,4,3,4,3,4,3,193,0.005,-0.052,66.6,5.7,-1,1,0.368
SI,2025-03-31,99,"Hicks, Jordan",673237,663855,field_out,hit_into_play,1,R,R,R,HOU,SF,fly_ball,2,1,-1.5,0.44,-0.6757315166664186,3.023874781994676,670623,,572233,2,1,Bot,127.49,82.77,309,90.6,21,98.7,1952,6.5,778505,0.269,0,1,8,4,0,0,0,0,0,0,0,0,227,-0.05,-0.273,71.0,6.7,0,0,0.55
FF,2025-03-27,99,"Estrada, Jeremiah",595777,669093,,foul,11,R,L,R,SD,ATL,,2,2,-0.02,1.53,-0.08906421554169744,3.790661210526822,,,,1,6,Top,,,90,93,2,98.6,2338,6.6,778545,,,,50,6,3,4,4,3,4,3,4,3,193,0,0,48.8,4.6,-1,1,0.368
FF,2025-03-27,99,"Domínguez, Seranthony",665926,622554,,foul,4,R,L,R,TOR,BAL,,3,1,-0.68,1.36,-0.34924588209947227,2.3901953009288017,,,,0,7,Bot,,,262,88.6,47,99,2369,6.5,778556,,,,57,5,2,9,2,9,9,2,2,9,220,-0.002,-0.094,67.5,6.9,-7,-7,0.014
FF,2025-03-27,99,"Abreu, Bryan",624413,650556,,ball,12,R,R,R,HOU,NYM,,0,1,-0.31,1.61,0.9803193264452661,3.312238295023632,,,665742,2,8,Top,,,,,,98.7,2397,6.7,778559,,,,63,2,3,0,0,3,0,3,0,3,212,-0.002,0.027,,,3,-3,0.958
FF,2025-03-27,99,"Greene, Hunter",671218,668881,,swinging_strike,1,R,R,R,CIN,SF,,1,0,-0.64,1.39,-0.5855556795985271,3.264968389309044,,,808982,2,4,Top,,,,,,99.3,2382,6.7,778561,,,,29,2,3,0,0,3,0,3,0,3,215,0.003,-0.05,63.0,5.1,3,-3,0.838
FF,2025-03-27,98.9,"Skenes, Paul",669065,694973,,foul,5,R,L,R,MIA,PIT,,2,2,-1.19,0.82,0.03855626929127576,2.8105933047893106,,669364,,2,3,Bot,,,74,57,12,99.4,2184,6.6,778562,,,,21,6,1,0,1,0,0,1,1,0,244,0,0,73.7,5.9,1,1,0.65
FF,2025-03-27,98.9,"Greene, Hunter",642715,668881,,ball,12,R,R,R,CIN,SF,,0,0,-0.69,1.58,0.7563952421742749,4.029782194838737,,,,0,4,Top,,,,,,98.9,2472,6.7,778561,,,,26,1,3,0,0,3,0,3,0,3,215,-0.004,0.041,,,3,-3,0.814
FF,2025-03-27,98.9,"Greene, Hunter",672275,668881,,swinging_strike,1,R,L,R,CIN,SF,,2,1,-0.54,1.6,-0.6247656367174786,2.8897821133999995,,,,2,4,Top,,,,,,99.5,2390,6.7,778561,,,,30,4,3,2,2,3,2,3,2,3,211,0.004,-0.073,67.8,5.9,1,-1,0.67
FF,2025-03-29,98.9,"Luzardo, Jesús",663993,666200,,foul,7,R,L,L,WSH,PHI,,0,2,1.14,1.32,-0.4528765893584641,1.6824850474780733,,,642708,0,2,Bot,,,,,,98,2302,6.1,778535,,,,14,3,0,0,0,0,0,0,0,0,124,0,0,72.9,7.6,0,0,0.575
FF,2025-03-29,98.9,"Duran, Jhoan",691026,661395,,foul_bunt,3,R,R,R,STL,MIN,,1,1,-1.2,0.75,0.29099862211880834,3.2669574134868844,,687363,,0,8,Bot,,,,,,98.1,2007,6.1,778528,,,,63,3,4,1,4,1,1,4,4,1,235,-0.002,-0.08,8.7,1.3,3,3,0.981
FC,2025-03-27,98.9,"Clase, Emmanuel",592192,661403,,ball,11,R,R,R,KC,CLE,,2,2,0.19,1.36,-0.6297849218518892,4.594412076535373,,521692,672580,2,9,Bot,,,,,,99.9,2512,6.7,778558,,,,71,5,4,4,4,4,4,4,4,4,184,0.025,0.079,,,0,0,0.597
FF,2025-03-31,98.9,"Helsley, Ryan",681351,664854,,foul,11,R,R,R,STL,LAA,,0,1,-0.4,1.63,-0.7929751926834078,3.5495675712672954,,,624585,1,9,Top,,,107,69.8,77,98.8,2562,6.5,778503,,,,69,2,3,3,3,3,3,3,3,3,188,0.019,-0.047,59.1,6.5,0,0,0.511
FF,2025-03-27,98.9,"Skenes, Paul",669065,694973,,foul,3,R,L,R,MIA,PIT,,1,2,-1.28,1.06,0.7865210008067411,3.618826283131327,,,669364,2,3,Bot,,,13,73.4,-14,98.4,2239,6.5,778562,,,,21,4,1,0,1,0,0,1,1,0,243,0,0,,,1,1,0.638
FF,2025-03-27,98.9,"Greene, Hunter",671218,668881,,ball,14,R,R,R,CIN,SF,,2,2,-0.46,1.52,1.8543289001760066,1.5487885931521004,,,808982,2,4,Top,,,,,,99.6,2443,6.8,778561,,,,29,5,3,0,0,3,0,3,0,3,214,-0.006,0.079,,,3,-3,0.843
FF,2025-03-27,98.9,"Suarez, Robert",595777,663158,,swinging_strike,5,R,L,R,SD,ATL,,1,0,-1.25,1.49,0.015434484435193685,2.1978963102142113,,,,0,9,Top,,,,,,99.2,2438,7.1,778545,,,,73,2,7,4,4,7,4,7,4,7,213,0.005,-0.05,72.3,6.8,3,-3,0.962
SI,2025-03-28,98.9,"Santos, Gregory",570482,666619,,swinging_strike,4,R,R,R,SEA,ATH,,0,1,-0.99,1.06,-0.31386525860340764,2.7236605533825475,,,664913,2,6,Top,,,,,,99,2487,6.4,778541,,,,43,2,0,2,2,0,2,0,2,0,213,0.004,-0.055,74.0,7.0,-2,2,0.245
SI,2025-03-29,98.9,"Rodríguez, Manuel",678662,655889,,foul,11,R,R,R,TB,COL,,0,1,-1.18,0.8,-0.4423486424432691,3.2765442466941224,,,,1,8,Top,,,203,80.9,18,99.8,2169,6.6,778537,,,,60,2,0,2,2,0,2,0,2,0,208,0.003,-0.052,63.2,5.1,-2,2,0.151
SI,2025-03-27,98.9,"Pearson, Nate",553993,663878,,ball,13,R,R,R,AZ,CHC,,0,0,-1.08,1.17,-0.2721285337696244,0.6147478464612012,,,672515,0,6,Bot,,,,,,100.3,2243,7,778552,,,,58,1,3,8,3,8,8,3,3,8,208,0.004,0.04,,,-5,-5,0.081
FF,2025-03-29,98.9,"Williams, Gavin",686469,668909,strikeout,swinging_strike,1,R,L,R,KC,CLE,,1,2,-0.8,1.14,-0.511453339777377,3.1165716678103177,,,,2,1,Bot,,,,,,99.6,2289,6.7,778529,0,0,1,7,4,0,0,0,0,0,0,0,0,207,-0.007,-0.182,71.1,6.0,0,0,0.507
FF,2025-03-27,98.9,"Greene, Hunter",808982,668881,,ball,12,R,L,R,CIN,SF,,2,1,-0.74,1.61,1.4209827017729841,2.7361140891819717,,,,1,4,Top,,,,,,99.3,2415,6.8,778561,,,,27,4,3,0,0,3,0,3,0,3,214,-0.007,0.121,,,3,-3,0.833
SI,2025-03-31,98.9,"Hicks, Jordan",643289,663855,,called_strike,5,R,R,R,HOU,SF,,0,0,-1.53,0.4,0.1927504631606407,2.29175991426676,,,,2,2,Bot,,,,,,98.5,1901,6.5,778505,,,,16,1,0,1,0,1,1,0,0,1,224,-0.002,-0.043,,,-1,-1,0.4
FF,2025-03-27,98.9,"Greene, Hunter",671218,668881,,foul,6,R,R,R,CIN,SF,,1,1,-0.55,1.62,0.6765033724277694,2.288860362555638,,,808982,2,4,Top,,,133,80.4,10,99.1,2413,6.9,778561,,,,29,3,3,0,0,3,0,3,0,3,215,0.005,-0.073,76.0,6.6,3,-3,0.841
SI,2025-03-31,98.9,"Hicks, Jordan",670541,663855,,ball,11,R,L,R,HOU,SF,,0,0,-1.21,0.72,-1.3926780720628347,3.413458333549179,,,514888,2,6,Bot,,,,,,98.9,2097,6.5,778505,,,,48,1,0,5,0,5,5,0,0,5,218,0.001,0.035,,,-5,-5,0.042
FF,2025-03-31,98.9,"Hicks, Jordan",670541,663855,,foul,11,R,L,R,HOU,SF,,1,2,-0.74,1.35,-0.4212444431207859,3.806579452311268,,,670623,1,1,Bot,,,170,69.2,58,98.9,2254,6.5,778505,,,,6,4,0,0,0,0,0,0,0,0,230,0,0,73.4,6.6,0,0,0.542
SI,2025-03-28,98.9,"Soto, Gregory",666182,642397,,foul,8,R,R,L,TOR,BAL,,2,0,1.43,0.85,0.2548463244683101,1.954432438922918,,,,0,8,Bot,,,231,76.8,27,99.4,2364,6.6,778549,,,,65,3,8,2,8,2,2,8,8,2,136,0,-0.072,71.2,7.0,6,6,0.998
FF,2025-03-27,98.9,"Greene, Hunter",808982,668881,walk,ball,14,R,L,R,CIN,SF,,3,1,-0.91,1.47,0.850676788420686,1.6199478154148839,,,,1,4,Top,,,,,,99,2462,6.7,778561,0.691497,0.7,1,27,5,3,0,0,3,0,3,0,3,216,-0.015,0.253,,,3,-3,0.826
FC,2025-03-30,98.9,"Clase, Emmanuel",663697,661403,hit_by_pitch,hit_by_pitch,11,R,R,R,KC,CLE,,1,1,0.42,0.94,-2.376648931942501,4.638438937599986,,,,2,9,Bot,,,,,,99.8,2492,6.4,778510,0.722289,0.7,1,79,3,2,6,2,6,6,2,2,6,178,0.004,0.343,,,-4,-4,0.001
FF,2025-03-27,98.9,"Greene, Hunter",671218,668881,,foul,4,R,R,R,CIN,SF,,3,2,-0.85,1.47,-0.5958146886072669,2.0470406264128895,,,808982,2,4,Top,,,181,63.8,40,99.2,2451,6.8,778561,,,,29,9,3,0,0,3,0,3,0,3,217,0,0,69.5,6.4,3,-3,0.837
FF,2025-03-27,98.9,"Skenes, Paul",681146,694973,,foul,2,R,R,R,MIA,PIT,,2,2,-1.4,1.2,0.07752763229593973,2.72394921795709,,,,2,1,Bot,,,193,97.1,8,99.2,2181,6.9,778562,,,,6,5,0,0,0,0,0,0,0,0,248,0,0,73.0,5.9,0,0,0.508
FF,2025-03-28,98.9,"Soto, Gregory",665489,642397,,foul,7,R,R,L,TOR,BAL,,0,2,0.94,1.02,-0.6260734773154372,2.16106582182267,,,666182,0,8,Bot,,,1,66.6,-56,99.2,2246,6.5,778549,,,,66,4,8,2,8,2,2,8,8,2,142,0,0,65.2,6.5,6,6,0.998
SI,2025-03-27,98.8,"Alcantara, Sandy",502054,645261,,foul,1,R,R,R,MIA,PIT,,2,1,-1.83,0.93,-0.7006448131576204,3.1285658416021715,,,,0,1,Top,,,165,72.4,58,96.9,2383,6,778562,,,,1,4,0,0,0,0,0,0,0,0,236,0.007,-0.073,73.9,6.3,0,0,0.496
FF,2025-03-30,98.8,"Fairbanks, Pete",605361,664126,,swinging_strike,6,R,L,R,TB,COL,,0,1,-0.14,1.62,0.5660806634439357,2.812260946967096,,,,1,9,Top,,,,,,99.6,2513,6.7,778524,,,,71,2,6,4,4,6,4,6,4,6,188,0.006,-0.052,65.9,5.3,2,-2,0.967
FF,2025-03-31,98.8,"Vodnik, Victor",624641,680767,,called_strike,9,R,R,R,PHI,COL,,0,0,-0.66,1.34,0.650720597441102,2.0917904387176476,,681082,607208,2,7,Bot,,,,,,99.5,2333,6.9,778502,,,,56,1,0,1,0,1,1,0,0,1,208,-0.015,-0.047,,,-1,-1,0.352
SI,2025-03-31,98.8,"Hicks, Jordan",670541,663855,strikeout,called_strike,3,R,L,R,HOU,SF,,1,2,-1.35,0.36,0.7215004230652364,3.2017750176618684,,,670623,1,1,Bot,,,,,,99,1935,6.5,778505,0,0,1,6,6,0,0,0,0,0,0,0,0,234,-0.02,-0.178,,,0,0,0.542
FF,2025-03-31,98.8,"Vodnik, Victor",656941,680767,,foul,8,R,L,R,PHI,COL,,0,0,-0.47,1.2,0.15721929553864522,1.689297233162986,,624641,,2,7,Bot,,,2,86.4,-37,99.4,2265,6.8,778502,,,,57,1,2,1,2,1,1,2,2,1,205,-0.005,-0.04,76.0,7.3,1,1,0.777
SI,2025-03-31,98.8,"Hicks, Jordan",670623,663855,,foul,1,R,R,R,HOU,SF,,0,0,-1.44,0.38,-0.5900012900280938,2.765940675082396,,,,2,3,Bot,,,318,93.3,32,98.7,1915,6.5,778505,,,,22,1,0,1,0,1,1,0,0,1,227,-0.002,-0.043,72.6,8.3,-1,-1,0.39
FF,2025-03-29,98.8,"Varland, Louis",663457,686973,single,hit_into_play,8,R,L,R,STL,MIN,line_drive,0,1,-0.56,1.23,0.07913719239337169,2.1633889355798024,676475,671056,691023,2,6,Bot,138.68,72.92,269,111.7,11,100.4,2036,7.2,778528,0.9,0.9,1,48,2,2,1,2,1,1,4,4,1,213,0.16,0.566,73.1,6.4,1,1,0.749
FF,2025-03-28,98.8,"Brown, Hunter",624413,686613,,foul,12,R,R,R,HOU,NYM,,1,2,-0.51,1.72,0.2048334368582374,3.9878186581555943,,,,2,3,Top,,,180,84.1,13,99,2298,6.7,778518,,,,18,4,0,3,3,0,3,0,3,0,204,0,0,73.2,6.5,-3,3,0.231
FF,2025-03-27,98.8,"Skenes, Paul",669364,694973,,ball,12,R,L,R,MIA,PIT,,1,2,-1.33,1.03,0.920658871477948,3.547932023074795,,,,0,1,Bot,,,,,,98.3,2255,6.6,778562,,,,4,7,0,0,0,0,0,0,0,0,243,0.004,0.043,,,0,0,0.541
FF,2025-03-27,98.8,"Greene, Hunter",671218,668881,,ball,12,R,R,R,CIN,SF,,1,2,-0.48,1.38,1.2435421044212212,3.7981967999663606,,,,1,2,Top,,,,,,99.3,2412,6.5,778561,,,,11,4,1,0,0,1,0,1,0,1,208,-0.002,0.048,,,1,-1,0.632
FC,2025-03-31,98.8,"Doval, Camilo",572233,666808,,foul,5,R,R,R,HOU,SF,,0,1,-0.24,1.02,-0.0596598626858767,2.340659358932267,,,,0,7,Bot,,,189,72.6,56,99,2596,6.4,778505,,,,53,2,0,5,0,5,5,0,0,5,213,-0.003,-0.055,73.3,7.7,-5,-5,0.037
SI,2025-03-27,98.8,"Ferrer, Jose A.",592663,678606,,swinging_strike,6,R,R,L,WSH,PHI,,0,1,1.71,0.51,0.7081151804033416,2.6687869738783854,,,,2,7,Top,,,,,,98.3,2168,6.1,778555,,,,43,2,1,2,2,1,2,1,2,1,113,0.003,-0.057,68.9,5.9,-1,1,0.353
FF,2025-03-28,98.8,"Brown, Hunter",668901,686613,,called_strike,2,R,R,R,HOU,NYM,,0,0,-0.44,1.43,0.19907031339362574,3.0352797969150136,665742,,,2,6,Top,,,,,,99.2,2151,6.8,778518,,,,40,1,1,3,3,1,3,1,3,1,202,0.005,-0.044,,,-2,2,0.228
FC,2025-03-27,98.8,"Clase, Emmanuel",686469,661403,,foul,6,R,L,R,KC,CLE,,0,0,0.21,0.96,0.7979602088671902,2.8358284714204514,,,,0,9,Bot,,,21,107,-7,99.5,2461,6.7,778558,,,,66,1,3,4,3,4,4,3,3,4,182,-0.013,-0.039,76.6,7.3,-1,-1,0.204
FF,2025-03-29,98.8,"Williams, Gavin",663697,668909,single,hit_into_play,12,R,R,R,KC,CLE,line_drive,3,2,-1.1,1.22,0.9712837463702255,2.5745043515896993,,,,0,4,Bot,101.43,82.91,239,91.4,14,99.9,2314,7.2,778529,0.924,0.9,1,28,11,0,2,0,2,2,0,0,2,221,0.041,0.353,70.0,7.8,-2,-2,0.318
SI,2025-03-27,98.8,"Skubal, Tarik",518692,669373,field_out,hit_into_play,7,R,L,L,LAD,DET,ground_ball,0,2,1.05,1.11,-0.7659713137356945,2.2474266239168172,,,,0,4,Bot,124,167.82,4,82,-27,99.1,2227,6.5,778546,0.035,0,1,31,4,1,1,1,1,1,1,1,1,150,-0.016,-0.165,60.7,6.8,0,0,0.549
FF,2025-03-27,98.8,"Greene, Hunter",656305,668881,strikeout,swinging_strike,6,R,R,R,CIN,SF,,0,2,-0.34,1.5,0.5038733822445697,2.5315932244377377,,,,0,2,Top,,,,,,98.9,2373,6.6,778561,0,0,1,10,4,1,0,0,1,0,1,0,1,216,0.014,-0.165,73.9,6.8,1,-1,0.613
FF,2025-03-28,98.8,"Stanek, Ryne",670541,592773,field_out,hit_into_play,8,R,L,R,HOU,NYM,ground_ball,1,2,-0.7,1.6,0.275178332707377,2.109032273182867,,,514888,1,8,Bot,148.85,166.96,23,89.5,-4,97.5,2237,6,778518,0.183,0,1,61,6,1,3,1,3,3,1,1,3,210,-0.03,-0.241,84.5,7.8,-2,-2,0.16
FF,2025-03-29,98.8,"Hernández, Carlos",656180,672578,,foul,3,R,R,R,WSH,PHI,,0,0,-0.7,1.5,0.387787873748082,3.0756301654071336,,,,0,8,Bot,,,278,81.1,43,99.7,2445,6.9,778535,,,,77,1,5,11,5,11,11,5,5,11,213,-0.001,-0.039,78.7,8.2,-6,-6,0.01
FF,2025-03-27,98.8,"Estrada, Jeremiah",595777,669093,,ball,12,R,L,R,SD,ATL,,0,2,-0.29,1.58,0.21865833511564325,4.884505704679932,,,,1,6,Top,,,,,,98.7,2189,6.6,778545,,,,50,3,3,4,4,3,4,3,4,3,191,-0.002,0.017,,,-1,1,0.373
FF,2025-03-30,98.8,"Pearson, Nate",666971,663878,,called_strike,9,R,R,R,AZ,CHC,,0,1,-0.58,1.39,0.448682210482667,2.063812436960455,,,606466,1,7,Bot,,,,,,99.6,2465,6.7,778515,,,,56,2,1,3,1,3,3,1,1,3,206,-0.013,-0.047,,,-2,-2,0.22
SI,2025-03-28,98.8,"Soto, Gregory",665926,642397,,called_strike,8,R,L,L,TOR,BAL,,0,0,1.4,0.86,-0.25016883786074406,1.9435421406036557,,,666182,2,8,Bot,,,,,,99.2,2333,6.6,778549,,,,68,1,8,2,8,2,2,8,8,2,138,0,-0.042,,,6,6,0.998
FF,2025-03-27,98.8,"Muñoz, Andrés",667670,662253,,called_strike,6,R,R,R,SEA,ATH,,0,1,-0.87,1.07,0.7978168405797291,2.8781140015359097,,,671732,0,9,Top,,,,,,99.6,2098,6.7,778547,,,,64,2,4,2,2,4,2,4,2,4,235,0.016,-0.053,,,2,-2,0.854
FF,2025-03-27,98.8,"Pearson, Nate",672515,663878,,ball,12,R,R,R,AZ,CHC,,0,1,-0.69,1.61,1.0178770615656152,2.6358833228274388,,,,0,6,Bot,,,,,,99.6,2398,6.8,778552,,,,57,2,3,8,3,8,8,3,3,8,208,0.001,0.031,,,-5,-5,0.055
FF,2025-03-28,98.8,"Leiter, Jack",646240,683004,,ball,14,R,L,R,TEX,BOS,,2,2,-0.87,1.4,1.096619279402251,1.8277835192916583,,,,1,1,Top,,,,,,99.7,2447,7,778550,,,,2,6,0,0,0,0,0,0,0,0,215,-0.006,0.104,,,0,0,0.524
FF,2025-03-27,98.8,"Skenes, Paul",669364,694973,,called_strike,6,R,L,R,MIA,PIT,,0,1,-1.66,0.91,0.34834427736372264,2.3113752958123746,656537,,663743,1,3,Bot,,,,,,98,2124,6.6,778562,,,,20,2,0,0,0,0,0,0,0,0,244,-0.019,-0.073,,,0,0,0.619
FF,2025-03-31,98.7,"Helsley, Ryan",681351,664854,,foul_tip,2,R,R,R,STL,LAA,,0,0,-0.33,1.52,-0.07103654256326153,2.821306084602301,,,624585,1,9,Top,,,,,,98.9,2594,6.6,778503,,,,69,1,3,3,3,3,3,3,3,3,193,0.011,-0.04,77.4,7.8,0,0,0.5
FF,2025-03-27,98.7,"Alcantara, Sandy",502054,645261,,foul,5,R,R,R,MIA,PIT,,0,2,-1.14,1.25,0.05739861155998982,2.7616774537837356,,,682848,2,3,Top,,,232,88.2,51,97.3,2243,6,778562,,,,16,3,0,0,0,0,0,0,0,0,236,0,0,71.6,6.3,0,0,0.54
FF,2025-03-27,98.7,"Pearson, Nate",606466,663878,,ball,13,R,L,R,AZ,CHC,,0,0,-0.29,1.57,-0.8850437297102631,2.3383205447131012,,,656976,2,6,Bot,,,,,,99.5,2482,6.7,778552,,,,62,1,5,8,5,8,8,5,5,8,208,0.003,0.035,,,-3,-3,0.131
FF,2025-03-27,98.7,"Greene, Hunter",656305,668881,,ball,13,R,R,R,CIN,SF,,0,0,-0.85,1.62,-0.9370042926480394,2.249761153056098,,,808982,1,4,Top,,,,,,99.1,2505,6.8,778561,,,,28,1,3,0,0,3,0,3,0,3,216,-0.004,0.035,,,3,-3,0.811
SI,2025-03-31,98.7,"Alvarado, José",641857,621237,,foul,8,R,L,L,PHI,COL,,1,0,1.16,0.97,-0.038588512492254035,1.8218130082397412,,,,0,8,Top,,,2,85.3,-34,99.9,1904,6.9,778502,,,,59,2,4,1,1,4,1,4,1,4,153,0.005,-0.05,75.1,7.8,3,-3,0.924
SI,2025-03-31,98.7,"Hicks, Jordan",670541,663855,,foul,2,R,L,R,HOU,SF,,1,0,-1.17,0.89,-0.0996649998366872,3.1680387132627907,,,514888,2,6,Bot,,,197,72.5,52,98.8,2169,6.6,778505,,,,48,2,0,5,0,5,5,0,0,5,214,-0.002,-0.05,79.1,6.8,-5,-5,0.043
FF,2025-03-27,98.7,"Greene, Hunter",666149,668881,,swinging_strike,11,R,R,R,CIN,SF,,1,1,-0.61,1.41,-1.092880421881387,3.0582457702986217,,,573262,1,3,Top,,,,,,98.8,2346,6.5,778561,,,,18,3,1,0,0,1,0,1,0,1,221,0.008,-0.056,73.1,6.9,1,-1,0.611
FF,2025-03-27,98.7,"Skenes, Paul",669364,694973,,foul,2,R,L,R,MIA,PIT,,0,2,-1.61,0.85,0.07914957020460434,3.1668296042516557,,,,0,1,Bot,,,212,75.8,52,98.9,2328,6.6,778562,,,,4,3,0,0,0,0,0,0,0,0,244,0,0,62.2,5.1,0,0,0.539
SI,2025-03-31,98.7,"Hicks, Jordan",572233,663855,,ball,3,R,R,R,HOU,SF,,0,0,-1.43,0.42,0.3557911606483022,3.401220021800265,,,670623,2,1,Bot,,,,,,98.8,1924,6.5,778505,,,,7,1,0,0,0,0,0,0,0,0,232,0.002,0.035,,,0,0,0.522
FF,2025-03-27,98.7,"Estrada, Jeremiah",595777,669093,,called_strike,8,R,L,R,SD,ATL,,0,0,-0.39,1.92,-0.03736405476928162,2.165526220435131,,,,1,6,Top,,,,,,98.3,2332,6.7,778545,,,,50,1,3,4,4,3,4,3,4,3,190,0.003,-0.039,,,-1,1,0.365
