pitch_type,game_date,release_speed,player_name,batter,pitcher,events,description,zone,game_type,stand,p_throws,home_team,away_team,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,estimated_woba_using_speedangle,woba_value,woba_denom,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,home_score_diff,bat_score_diff,home_win_exp
SI,2025-03-27,98.1,"Alcantara, Sandy",502054,645261,,called_strike,13,R,R,R,MIA,PIT,,2,0,-1.78,0.88,-1.105640737506164,2.5571691133778818,,,,0,1,Top,,,,,,96.8,2393,5.8,778562,,,,1,3,0,0,0,0,0,0,0,0,236,0.007,-0.072,,,0,0,0.489
FF,2025-03-30,98.1,"Fairbanks, Pete",666160,664126,strikeout,swinging_strike,12,R,L,R,TB,COL,,1,2,0.1,1.77,0.39372094858012574,4.089423302928199,605361,,571657,2,9,Top,,,,,,99.1,2429,6.7,778524,0,0,1,74,4,6,4,4,6,4,6,4,6,182,0.056,-0.18,57.7,5.3,2,-2,0.944
SI,2025-03-27,98.1,"Skubal, Tarik",571970,669373,,swinging_strike,5,R,L,L,LAD,DET,,1,1,0.95,1.2,0.1426410233778317,2.1318880103836815,,,669257,2,4,Bot,,,,,,98.7,2160,6.5,778546,,,,34,3,1,1,1,1,1,1,1,1,150,-0.007,-0.073,70.7,6.4,0,0,0.527
FF,2025-03-31,98.1,"Glasnow, Tyler",663586,607192,strikeout,called_strike,9,R,R,R,LAD,ATL,,1,2,-0.27,1.18,0.5363345443993195,2.002898497883647,,,,1,1,Top,,,,,,100.7,2329,7.7,778500,0,0,1,2,4,0,0,0,0,0,0,0,0,190,0.011,-0.18,,,0,0,0.527
FF,2025-03-27,98.1,"Estrada, Jeremiah",542303,669093,,ball,11,R,R,R,SD,ATL,,1,0,-0.31,1.76,-0.2666266893013002,4.3192762477067195,,,621566,0,7,Top,,,,,,97.8,2381,6.7,778545,,,,56,2,3,4,4,3,4,3,4,3,195,-0.011,0.062,,,-1,1,0.265
FF,2025-03-31,98.1,"Jobe, Jackson",663728,695549,,foul,1,R,L,R,SEA,DET,,0,0,-0.51,1.75,-0.32257739711245514,3.455684298456954,,,,2,1,Bot,,,,,,97.3,2283,6,778496,,,,14,1,0,6,0,6,6,0,0,6,206,-0.001,-0.043,75.7,7.7,-6,-6,0.077
FF,2025-03-28,98.1,"Cease, Dylan",621566,656302,,foul,12,R,L,R,SD,ATL,,1,1,-0.22,1.72,0.9212268864313542,3.7678258197473733,,663586,,1,1,Top,,,257,77.7,50,97.3,2661,6.2,778542,,,,3,3,0,0,0,0,0,0,0,0,193,0.008,-0.061,69.8,6.9,0,0,0.483
FF,2025-03-30,98,"Bradley, Taj",671289,671737,,ball,14,R,R,R,TB,COL,,0,2,-0.64,1.44,0.921120239561973,1.7568472457180986,,,,1,3,Top,,,,,,98.2,2344,6.4,778524,,,,19,4,2,0,0,2,0,2,0,2,204,-0.002,0.017,,,2,-2,0.743
SI,2025-03-27,98,"Brazobán, Huascar",670623,623211,,ball,13,R,R,R,HOU,NYM,,0,0,-1.67,0.8,-1.368560975523161,1.2049867370482843,,,,0,7,Bot,,,,,,96.3,2344,5.8,778559,,,,56,1,3,0,3,0,0,3,3,0,228,0.001,0.041,,,3,3,0.941
FF,2025-03-27,98,"Estrada, Jeremiah",621566,669093,,foul,11,R,L,R,SD,ATL,,3,2,-0.43,1.77,-0.009323389034011309,3.754987066309708,,,,0,7,Top,,,167,82.3,12,97.5,2342,6.6,778545,,,,55,6,3,4,4,3,4,3,4,3,196,0,0,74.1,7.0,-1,1,0.302
SI,2025-03-27,98,"Alcantara, Sandy",502054,645261,,ball,11,R,R,R,MIA,PIT,,1,0,-1.88,0.61,-1.2258963264416658,4.010481602303832,,,,0,1,Top,,,,,,96.8,2416,5.9,778562,,,,1,2,0,0,0,0,0,0,0,0,234,-0.007,0.077,,,0,0,0.496
SI,2025-03-31,98,"Vargas, Carlos",693307,672841,,ball,14,R,R,R,SEA,DET,,0,1,-0.91,0.68,0.8506936626322892,1.4776322226250658,,690993,,2,4,Top,,,,,,98.1,2313,6.5,778496,,,,39,2,2,7,7,2,7,2,7,2,215,-0.001,0.015,,,-5,5,0.085
FF,2025-03-30,98,"Bradley, Taj",669911,671737,,ball,14,R,L,R,TB,COL,,0,0,-0.49,1.53,1.122446249430574,1.9621279902749507,686668,,696100,2,6,Top,,,,,,98.2,2421,6.3,778524,,,,43,1,2,2,2,2,2,2,2,2,201,-0.003,0.009,,,0,0,0.5
SI,2025-03-27,98,"Skubal, Tarik",660271,669373,,foul,3,R,L,L,LAD,DET,,2,1,1.16,0.78,0.4052505227221559,3.2103624534897044,,,,2,3,Bot,,,191,64.9,40,98.3,2203,6.3,778546,,,,22,4,1,0,1,0,0,1,1,0,150,-0.002,-0.073,74.1,7.0,1,1,0.634
FF,2025-03-29,98,"Luzardo, Jesús",686611,666200,,called_strike,14,R,R,L,WSH,PHI,,2,0,1.32,1.1,0.8319881104565061,1.7927821205446643,,,682928,0,1,Bot,,,,,,97.6,2402,6.2,778535,,,,6,3,0,0,0,0,0,0,0,0,131,-0.011,-0.066,,,0,0,0.599
FF,2025-03-27,98,"Helsley, Ryan",664056,664854,double,hit_into_play,4,R,R,R,STL,MIN,ground_ball,3,2,-0.19,1.27,-0.6180009928871082,2.4757620769220607,,,,2,9,Top,33.27,104.44,53,105.3,0,98.2,2459,6.7,778551,0.467,1.25,1,71,6,5,3,3,5,3,5,3,5,190,-0.023,0.511,74.8,6.5,2,-2,0.984
FF,2025-03-29,98,"Chivilli, Angel",666624,683409,,called_strike,14,R,R,R,TB,COL,,0,0,-1.35,0.92,0.9489368332544199,1.8617963454975641,,,,0,8,Bot,,,,,,98.6,2378,6.6,778537,,,,62,1,0,2,0,2,2,0,0,2,240,-0.007,-0.039,,,-2,-2,0.167
FF,2025-03-27,98,"Gore, MacKenzie",596146,669022,,ball,12,R,L,L,WSH,PHI,,1,2,0.38,1.51,1.1262250576061723,2.873813795673107,,,,2,2,Top,,,,,,98.5,2206,6.8,778555,,,,9,4,0,0,0,0,0,0,0,0,151,-0.001,0.042,,,0,0,0.543
FF,2025-03-28,98,"Cease, Dylan",663586,656302,walk,ball,14,R,R,R,SD,ATL,,3,0,-0.32,1.68,1.546326217794471,2.481650289663753,,,595777,2,3,Top,,,,,,97.3,2619,6.3,778542,0.691497,0.7,1,22,4,2,0,0,2,0,2,0,2,199,-0.01,0.099,,,2,-2,0.727
FF,2025-03-27,98,"Alcantara, Sandy",663647,645261,single,hit_into_play,5,R,R,R,MIA,PIT,line_drive,0,2,-1.2,1.16,-0.1952874846843149,2.4210846455435906,,,,2,5,Top,169.43,92.47,215,100.1,11,98.8,2315,6.9,778562,0.875,0.9,1,31,5,1,0,0,1,0,1,0,1,231,-0.023,0.425,66.4,5.9,1,-1,0.699
FF,2025-03-31,98,"Domínguez, Seranthony",663853,622554,field_out,hit_into_play,9,R,R,R,BAL,BOS,fly_ball,3,2,-0.23,1.16,0.6809650279358614,2.0713806909031884,,,,1,6,Top,150.5,100.39,254,77.2,34,98.9,2326,6.7,778512,0.133,0,1,47,8,4,3,3,4,3,4,3,4,213,0.033,-0.332,81.4,7.4,1,-1,0.69
FF,2025-03-27,98,"Skubal, Tarik",669242,669373,,called_strike,5,R,R,L,LAD,DET,,0,0,0.47,1.61,0.27008983603974107,2.2531798658888476,,,,1,2,Bot,,,,,,98.2,2432,6.4,778546,,,,13,1,0,0,0,0,0,0,0,0,155,-0.003,-0.039,,,0,0,0.528
FF,2025-03-27,98,"Miller, Erik",680574,669062,,foul,2,R,R,L,CIN,SF,,0,2,0.63,1.26,0.05202902926504882,3.1924938117563015,,,,2,7,Bot,,,262,78,39,98.5,2277,6.7,778561,,,,54,3,3,2,3,2,2,3,3,2,132,0,0,65.5,6.0,1,1,0.751
FF,2025-03-29,98,"Williams, Gavin",663697,668909,,ball,12,R,R,R,KC,CLE,,0,2,-0.96,1.26,0.6243013026710166,3.937293871531007,,,,0,4,Bot,,,,,,99.3,2351,6.9,778529,,,,28,3,0,2,0,2,2,0,0,2,222,0.003,0.024,,,-2,-2,0.299
FF,2025-03-27,98,"Muñoz, Andrés",671732,662253,,ball,11,R,L,R,SEA,ATH,,2,2,-0.95,1.1,-1.3491189511194843,4.282211261131937,,,,0,9,Top,,,,,,98.3,2207,6.5,778547,,,,63,5,4,2,2,4,2,4,2,4,223,-0.018,0.112,,,2,-2,0.93
FF,2025-03-28,98,"Díaz, Edwin",665161,621242,,foul,2,R,R,R,HOU,NYM,,0,2,-1.09,1.15,0.034970988283268056,3.01826409667026,,,,1,9,Bot,,,194,70.9,49,99.2,2291,7.3,778518,,,,67,5,1,3,1,3,3,1,1,3,233,0,0,69.0,6.5,-2,-2,0.034
FF,2025-03-27,98,"Skubal, Tarik",681624,669373,,foul,11,R,R,L,LAD,DET,,1,2,0.26,1.53,-0.2508712116404495,3.7384162646663848,,,,1,5,Bot,,,138,81.1,11,98,2211,6.2,778546,,,,42,6,1,2,1,2,2,1,1,2,150,0,0,69.9,6.5,-1,-1,0.374
FF,2025-03-27,98,"Estrada, Jeremiah",663586,669093,field_out,hit_into_play,1,R,R,R,SD,ATL,popup,0,0,-0.29,1.79,-0.34898475769301673,3.3861991252376855,,,,2,6,Top,126.92,210.89,6,95.3,82,97.7,2311,6.6,778545,0.009,0,1,51,1,3,4,4,3,4,3,4,3,191,0.012,-0.26,76.4,7.1,-1,1,0.384
SI,2025-03-29,98,"Duran, Jhoan",575929,661395,,foul,13,R,R,R,STL,MIN,,1,2,-1.13,0.07,-0.9515301491246733,2.484533218387483,687363,691026,663457,0,8,Bot,,,,,,98,1849,6.2,778528,,,,65,4,4,1,4,1,1,4,4,1,236,0,0,74.7,7.1,3,3,0.987
FF,2025-03-30,98,"Megill, Trevor",669224,656730,,ball,11,R,L,R,NYY,MIL,,0,0,-0.39,1.93,-1.0488480105375007,4.127793294030194,,,,2,7,Bot,,,,,,97.9,2433,6.7,778523,,,,60,1,12,3,12,3,3,12,12,3,199,0,0.037,,,9,9,0.999
FF,2025-03-31,98,"Bigge, Hunter",668804,685801,,ball,11,R,L,R,TB,PIT,,0,1,-0.3,1.56,-0.31149215818009934,3.9993829773959084,,,,2,6,Top,,,,,,98.9,2397,6.6,778508,,,,44,2,4,0,0,4,0,4,0,4,199,-0.001,0.027,,,4,-4,0.946
FF,2025-03-27,98,"Domínguez, Seranthony",665926,622554,walk,ball,12,R,L,R,TOR,BAL,,3,2,-0.41,1.26,1.7520005978360955,2.809338423783559,,,,0,7,Bot,,,,,,97.9,2312,6.4,778556,0.691497,0.7,1,57,6,2,9,2,9,9,2,2,9,216,0.006,0.356,,,-7,-7,0.012
FF,2025-03-27,98,"Skubal, Tarik",660271,669373,field_out,hit_into_play,5,R,L,L,LAD,DET,ground_ball,0,0,0.43,1.33,-0.08534670507649633,2.589711493807032,,,,0,1,Bot,164.3,163.55,4,109.6,-34,99,2230,6.5,778546,0.091,0,1,4,1,0,0,0,0,0,0,0,0,157,-0.022,-0.259,78.9,8.2,0,0,0.548
FF,2025-03-29,98,"Williams, Gavin",624415,668909,,foul,5,R,L,R,KC,CLE,,1,0,-0.59,1.24,-0.232438073243731,2.35418100839043,,,,1,3,Bot,,,312,90.1,29,99.3,2264,7,778529,,,,23,2,0,2,0,2,2,0,0,2,219,-0.004,-0.049,69.6,6.5,-2,-2,0.304
SI,2025-03-29,98,"Duran, Jhoan",575929,661395,,swinging_strike,14,R,R,R,STL,MIN,,1,1,-1.27,0.17,1.0150166567468974,1.1475040934742056,687363,691026,663457,0,8,Bot,,,,,,97.8,1908,6.3,778528,,,,65,3,4,1,4,1,1,4,4,1,238,-0.002,-0.076,73.4,8.1,3,3,0.989
FF,2025-03-27,98,"Pearson, Nate",606466,663878,field_out,hit_into_play,8,R,L,R,AZ,CHC,fly_ball,2,1,-0.69,1.26,-0.2544879002220287,1.8819329189687295,,,656976,2,6,Bot,126.42,79.03,299,81.5,30,99,2239,6.8,778552,0.083,0,1,62,4,5,8,5,8,8,5,5,8,209,-0.027,-0.309,74.7,8.0,-3,-3,0.134
SI,2025-03-28,98,"Morejon, Adrian",663586,670970,,called_strike,5,R,R,L,SD,ATL,,1,0,1.44,0.9,-0.17358784425669982,2.852252778063068,,,,1,5,Top,,,,,,97.4,2471,6.4,778542,,,,42,2,3,3,3,3,3,3,3,3,149,0.004,-0.049,,,0,0,0.527
FF,2025-03-28,98,"Megill, Tylor",676694,656731,,ball,14,R,R,R,HOU,NYM,,0,2,-0.61,1.63,1.9448801161314218,2.303025796438109,,,,2,3,Bot,,,,,,98.3,2514,7.2,778518,,,,21,3,0,3,0,3,3,0,0,3,217,0.001,0.022,,,-3,-3,0.192
FF,2025-03-27,98,"Suarez, Robert",621566,663158,,ball,11,R,L,R,SD,ATL,,1,0,-0.95,1.64,-0.789098474133064,3.774552595365813,,,663586,1,9,Top,,,,,,97.8,2404,6.7,778545,,,,75,2,7,4,4,7,4,7,4,7,206,-0.011,0.068,,,3,-3,0.958
FF,2025-03-29,98,"Holderman, Colin",669065,670059,,ball,11,R,L,R,MIA,PIT,,0,2,-0.9,1.18,-1.594486863247071,3.0347910599840935,,,,0,9,Bot,,,,,,98,2197,6.5,778539,,,,72,3,3,3,3,3,3,3,3,3,232,0.006,0.024,,,0,0,0.616
SI,2025-03-28,98,"Leiter, Jack",608324,683004,,foul,6,R,R,R,TEX,BOS,,1,1,-1.11,1.34,0.3709003195346563,2.523047815212681,,,,2,1,Top,,,235,86.2,53,99.4,2538,7.2,778550,,,,3,3,0,0,0,0,0,0,0,0,208,0.003,-0.062,71.0,6.6,0,0,0.538
FF,2025-03-30,98,"Burke, Brock",673357,656271,,foul,3,R,R,L,CWS,LAA,,0,0,0.95,1.06,0.5347049188855346,3.4342921161083906,,,,2,8,Bot,,,,,,98.2,2377,6.6,778527,,,,60,1,2,3,2,3,3,2,2,3,136,-0.005,-0.043,76.5,6.7,-1,-1,0.197
FF,2025-03-30,98,"Rodríguez, Yariel",702616,684320,,ball,11,R,L,R,TOR,BAL,,1,1,-0.15,1.15,-0.9517875083248777,5.373050629702487,,,656775,2,8,Top,,,,,,98.3,2402,6.7,778525,,,,64,3,3,1,1,3,1,3,1,3,219,-0.006,0.054,,,2,-2,0.905
FF,2025-03-29,98,"Halvorsen, Seth",650490,678020,,ball,14,R,R,R,TB,COL,,1,0,-1,0.99,0.9175972183746423,1.5648460694554533,,670764,676356,2,8,Bot,,,,,,99.3,2172,7,778537,,,,67,2,1,2,1,2,2,1,1,2,219,0.016,0.029,,,-1,-1,0.298
FF,2025-03-27,98,"Santillan, Tony",664774,663574,,ball,11,R,L,R,CIN,SF,,2,2,-0.59,0.99,-0.26262014105749887,4.6961298759963395,,,,2,8,Top,,,,,,97.3,2398,5.9,778561,,,,57,5,3,2,2,3,2,3,2,3,225,-0.009,0.104,,,1,-1,0.844
SI,2025-03-31,98,"Hicks, Jordan",665161,663855,,foul,5,R,R,R,HOU,SF,,1,2,-1.26,0.6,0.19766446221785183,2.3588620018670543,,,,0,2,Bot,,,2,70.1,-49,97.9,2001,6.5,778505,,,,14,4,0,1,0,1,1,0,0,1,224,0,0,65.2,6.0,-1,-1,0.435
SI,2025-03-28,98,"Soto, Gregory",623993,642397,,called_strike,14,R,R,L,TOR,BAL,,0,0,1.47,0.99,0.8887434857406873,1.762952716177368,,,666182,1,8,Bot,,,,,,97.9,2247,6.4,778549,,,,67,1,8,2,8,2,2,8,8,2,134,0,-0.04,,,6,6,0.998
SI,2025-03-28,98,"Suarez, Robert",669397,663158,field_out,hit_into_play,5,R,R,R,SD,ATL,line_drive,1,2,-1.21,1.47,0.0581938549898775,2.094625807369477,,,,1,9,Top,157.41,82.44,300,94.7,18,98.4,2358,6.8,778542,0.468,0,1,71,5,4,3,3,4,3,4,3,4,201,0.039,-0.18,65.7,6.7,1,-1,0.924
FF,2025-03-28,98,"López, Reynaldo",455117,625643,,called_strike,9,R,R,R,SD,ATL,,0,0,-0.54,1.41,0.6842180494623574,2.0940981140518744,593428,,518792,2,2,Bot,,,,,,97.8,2095,6.5,778542,,,,17,1,1,0,1,0,0,1,1,0,214,-0.007,-0.035,,,1,1,0.656
SI,2025-03-27,98,"Brazobán, Huascar",572233,623211,,swinging_strike,13,R,R,R,HOU,NYM,,0,0,-1.78,0.48,-1.2300119774073852,1.7236051337112919,,,670541,1,7,Bot,,,,,,96.3,2294,5.9,778559,,,,58,1,3,0,3,0,0,3,3,0,230,-0.001,-0.04,76.1,8.0,3,3,0.942
FF,2025-03-29,98,"Williams, Gavin",664728,668909,field_out,hit_into_play,9,R,L,R,KC,CLE,popup,2,2,-0.55,1.32,0.7071813383770157,2.1281621227115024,,,,2,3,Bot,126,204.5,61,85,76,98.7,2305,6.7,778529,0.007,0,1,24,5,0,2,0,2,2,0,0,2,215,-0.009,-0.224,70.3,7.6,-2,-2,0.28
FF,2025-03-27,98,"Skenes, Paul",672640,694973,,foul,2,R,R,R,MIA,PIT,,0,1,-1.38,0.92,0.22736192172459257,3.3252013172625348,,,,1,2,Bot,,,156,81.6,12,98,2084,6.6,778562,,,,11,2,0,0,0,0,0,0,0,0,247,-0.004,-0.052,69.6,5.8,0,0,0.525
SI,2025-03-31,98,"Brazobán, Huascar",656537,623211,,swinging_strike,8,R,R,R,MIA,NYM,,0,0,-1.72,0.54,-0.1868889388480668,1.9469668363342532,,,672640,1,8,Bot,,,,,,97.1,2278,6,778509,,,,69,1,2,10,2,10,10,2,2,10,232,0,-0.04,75.7,7.9,-8,-8,0.002
FF,2025-03-27,97.9,"Skubal, Tarik",606192,669373,,swinging_strike,2,R,R,L,LAD,DET,,0,1,0.48,1.53,0.07990662715666691,3.236223477434424,660271,,605141,2,3,Bot,,,,,,97.5,2461,6.2,778546,,,,24,2,1,0,1,0,0,1,1,0,150,-0.011,-0.056,71.8,6.9,1,1,0.662
SI,2025-03-27,97.9,"Skenes, Paul",681146,694973,,called_strike,4,R,R,R,MIA,PIT,,1,0,-1.89,0.42,-0.8034279376728781,2.19066865667709,,,,2,1,Bot,,,,,,97.4,2356,6.6,778562,,,,6,2,0,0,0,0,0,0,0,0,241,-0.002,-0.054,,,0,0,0.511
FF,2025-03-28,97.9,"Cease, Dylan",595777,656302,single,hit_into_play,1,R,L,R,SD,ATL,line_drive,3,2,-0.61,1.62,-0.6849828505435995,2.9870582117576334,,,,2,3,Top,86.61,129.89,155,86.2,10,97.5,2648,6.2,778542,0.444,0.9,1,21,7,2,0,0,2,0,2,0,2,203,-0.011,0.258,63.8,6.4,2,-2,0.752
SI,2025-03-29,97.9,"Bautista, Félix",665489,642585,,foul,12,R,R,R,TOR,BAL,,1,2,-0.34,1.64,0.9425129345513961,3.2031394177540515,,666182,,1,9,Bot,,,271,79.3,41,98.3,2341,6.6,778536,,,,79,4,5,9,5,9,9,5,5,9,184,0,0,69.6,7.1,-4,-4,0.016
FF,2025-03-30,97.9,"Smith-Shawver, AJ",630105,700363,,ball,13,R,L,R,SD,ATL,,1,2,-0.95,1.69,-0.3911529288514728,1.0322931350347373,592518,,,2,1,Bot,,,,,,97.1,2235,6.8,778514,,,,8,4,1,0,1,0,0,1,1,0,213,0.005,-0.001,,,1,1,0.626
FF,2025-03-27,97.9,"Jax, Griffin",571448,643377,home_run,hit_into_play,1,R,R,R,STL,MIN,fly_ball,0,1,-0.71,1.31,-0.4035010208280666,3.3384582231430535,,,,1,8,Bot,39.14,73.58,376,99.3,30,97.9,2442,6.3,778551,0.8408124999999997,2,1,64,2,4,3,4,3,3,5,5,3,216,0.081,1.622,75.5,8.1,1,1,0.851
FF,2025-03-29,97.9,"Williams, Gavin",672580,668909,,foul,3,R,R,R,KC,CLE,,2,2,-0.79,1.23,0.5920530765784062,3.258869642808204,,,,1,5,Bot,,,267,98.2,16,99.1,2352,6.9,778529,,,,38,5,1,3,1,3,3,1,1,3,220,0,0,66.0,6.6,-2,-2,0.254
FF,2025-03-28,97.9,"Hernández, Daysbel",657757,678226,field_out,hit_into_play,5,R,L,R,SD,ATL,ground_ball,0,0,-0.62,1.39,0.2755226101676216,2.2799182769171313,,,,1,8,Bot,105.63,151.58,81,95.3,3,97.4,2146,6.3,778542,0.453,0,1,68,1,4,3,4,3,3,4,4,3,222,-0.01,-0.254,69.8,7.1,1,1,0.853
FF,2025-03-30,97.9,"Baker, Bryan",623993,641329,,foul,2,R,L,R,TOR,BAL,,3,2,-0.24,1.61,0.24053800620266907,3.0308878824443277,,,666182,2,7,Bot,,,193,74,65,97.9,2332,6.6,778525,,,,60,7,3,1,3,1,1,3,3,1,196,0,0,68.3,6.6,2,2,0.875
FF,2025-03-27,97.9,"Skenes, Paul",663743,694973,strikeout,swinging_strike,3,R,R,R,MIA,PIT,,3,2,-1.4,1.18,0.3767905976702146,2.748568550067003,,,,0,6,Bot,,,,,,97.4,2278,6.6,778562,0,0,1,44,8,1,4,1,4,4,1,1,4,233,-0.035,-0.345,72.7,7.2,-3,-3,0.17
FF,2025-03-28,97.9,"Leiter, Jack",646240,683004,,swinging_strike,8,R,L,R,TEX,BOS,,0,0,-0.64,1.41,0.006310818165052745,1.9351507736504474,,,,1,1,Top,,,,,,98.3,2388,6.7,778550,,,,2,1,0,0,0,0,0,0,0,0,215,0.002,-0.039,75.6,7.2,0,0,0.522
FF,2025-03-30,97.9,"Bradley, Taj",607732,671737,strikeout,swinging_strike,12,R,R,R,TB,COL,,2,2,-0.25,1.6,1.2499200006781068,2.5125869198108015,,,,2,5,Top,,,,,,98.1,2406,6.4,778524,0,0,1,33,7,2,1,1,2,1,2,1,2,200,0.013,-0.224,66.0,7.1,1,-1,0.695
FF,2025-03-30,97.9,"Estrada, Jeremiah",650559,669093,,called_strike,6,R,R,R,SD,ATL,,0,0,-0.17,1.76,0.7979892470975352,2.33504462525118,,,,2,9,Top,,,,,,98,2244,6.8,778514,,,,64,1,5,0,0,5,0,5,0,5,191,0,-0.043,,,5,-5,0.999
FF,2025-03-29,97.9,"Williams, Gavin",663697,668909,,foul,12,R,R,R,KC,CLE,,0,1,-0.79,1.28,0.897712622472643,2.5468234517819295,,,,0,4,Bot,,,,,,99.1,2365,7,778529,,,,28,2,0,2,0,2,2,0,0,2,225,-0.008,-0.055,69.3,7.0,-2,-2,0.307
SI,2025-03-28,97.9,"Santos, Gregory",570482,666619,,foul,11,R,R,R,SEA,ATH,,0,0,-0.95,0.86,-1.9392071903195662,2.7476618944804394,,,664913,2,6,Top,,,6,52.8,-24,98.1,2308,6.5,778541,,,,43,1,0,2,2,0,2,0,2,0,205,0.003,-0.042,67.1,6.8,-2,2,0.242
FF,2025-03-28,97.9,"Cease, Dylan",595777,656302,,ball,13,R,L,R,SD,ATL,,2,2,-0.73,1.54,-0.9280696217253037,1.6780323405361288,,,,2,3,Top,,,,,,97.7,2540,6.3,778542,,,,21,6,2,0,0,2,0,2,0,2,202,-0.004,0.104,,,2,-2,0.756
FF,2025-03-28,97.9,"López, Reynaldo",665487,625643,field_out,hit_into_play,4,R,R,R,SD,ATL,fly_ball,0,1,-0.58,1.56,-0.5236572829659297,3.019121479131205,518792,,455117,2,2,Bot,157.19,103.76,252,77,33,97.6,2152,6.4,778542,0.128,0,1,18,2,2,0,2,0,0,2,2,0,211,-0.03,-0.237,74.8,6.9,2,2,0.742
FF,2025-03-27,97.9,"Holderman, Colin",667472,670059,,ball,3,R,R,R,MIA,PIT,,1,2,-0.92,1.38,0.4023803691433616,3.4199350698364235,,672640,,2,8,Bot,,,,,,97.6,2349,6.4,778562,,,,68,4,3,4,3,4,4,3,3,4,219,0.016,0.012,,,-1,-1,0.236
FF,2025-03-29,97.9,"Leasure, Jordan",650859,673929,,called_strike,6,R,L,R,CWS,LAA,,0,0,-0.28,1.48,0.7204411509340839,2.2282316537763025,,,,0,9,Top,,,,,,99.3,2396,7,778534,,,,61,1,0,1,1,0,1,0,1,0,200,0.002,-0.039,,,-1,1,0.165
SI,2025-03-29,97.9,"Bautista, Félix",666182,642585,,ball,14,R,R,R,TOR,BAL,,1,1,-0.4,1.73,0.36623722345050974,1.600125843175426,,,,1,9,Bot,,,,,,98.6,2319,6.7,778536,,,,78,3,5,9,5,9,9,5,5,9,186,0.001,0.055,,,-4,-4,0.007
SI,2025-03-30,97.9,"Ferrer, Jose A.",656941,678606,,ball,12,R,L,L,WSH,PHI,,1,1,1.37,0.78,1.529821127611059,4.15240970213602,,669016,665561,1,7,Top,,,,,,97.1,2158,5.8,778526,,,,54,3,5,0,0,5,0,5,0,5,107,-0.005,0.048,,,5,-5,0.949
FF,2025-03-29,97.9,"Williams, Gavin",672580,668909,,called_strike,6,R,R,R,KC,CLE,,0,1,-0.91,1.19,0.45887035823416367,2.627895435824877,,,,0,3,Bot,,,,,,98.8,2373,6.8,778529,,,,22,2,0,2,0,2,2,0,0,2,219,-0.007,-0.055,,,-2,-2,0.324
FC,2025-03-29,97.9,"Ashcraft, Graham",666149,668933,,called_strike,14,R,R,R,CIN,SF,,0,0,0.06,0.68,0.8314848026736563,2.0240983748150785,,,,0,8,Top,,,,,,97.6,2573,5.3,778540,,,,57,1,3,2,2,3,2,3,2,3,208,0.008,-0.039,,,1,-1,0.745
FF,2025-03-28,97.9,"Leiter, Jack",596115,683004,,ball,11,R,R,R,TEX,BOS,,0,0,-0.65,1.53,-0.2875691258899066,4.561480636098677,,,,1,2,Top,,,,,,99.4,2418,7.4,778550,,,,8,1,0,0,0,0,0,0,0,0,213,-0.003,0.039,,,0,0,0.523
FF,2025-03-30,97.9,"Megill, Trevor",669224,656730,field_out,hit_into_play,3,R,L,R,NYY,MIL,fly_ball,2,1,-0.27,1.82,0.3859517295211031,2.8583156989851033,,,,2,7,Bot,104.25,78.71,305,91.5,38,97.7,2450,6.7,778523,0.035,0,1,60,4,12,3,12,3,3,12,12,3,196,0,-0.296,67.3,7.0,9,9,0.999
FF,2025-03-27,97.9,"Pearson, Nate",664983,663878,,foul,4,R,L,R,AZ,CHC,,2,1,-0.6,1.58,-0.3195009413423364,2.5862251301576635,672515,553993,656976,0,6,Bot,,,226,79.2,61,98.8,2378,6.9,778552,,,,60,4,3,8,3,8,8,3,3,8,207,-0.018,-0.102,64.6,7.3,-5,-5,0.198
SI,2025-03-28,97.9,"Garrett, Reed",670541,657585,,ball,14,R,L,R,HOU,NYM,,0,0,-1.54,0.73,1.27356143958144,2.0613276548623745,,676694,514888,1,6,Bot,,,,,,96.7,2388,6.2,778518,,,,44,1,1,3,1,3,3,1,1,3,233,0.01,0.031,,,-2,-2,0.329
FF,2025-03-27,97.9,"Ragans, Cole",672356,666142,,ball,12,R,R,L,KC,CLE,,2,2,0.98,1.35,0.3677990292172507,4.5354950329081625,,,,1,2,Top,,,,,,97.3,2507,6.2,778558,,,,11,6,0,0,0,0,0,0,0,0,142,-0.007,0.104,,,0,0,0.526
FF,2025-03-29,97.9,"Rodríguez, Randy",682829,678495,,foul,2,R,L,R,CIN,SF,,2,2,-0.26,1.45,0.25254742758218357,3.074460902956482,,,,2,7,Bot,,,115,83.5,13,98.7,2668,6.8,778540,,,,56,5,3,2,3,2,2,3,3,2,206,0,0,70.6,5.6,1,1,0.753
